token_id,rank,rank_label,rarity_score,tier,kind,name,display_name,handle,special
4557,6570,6570/8817,7.895e-13,Common,generative,WizNerdz #4557,,,Standard
7003,6571,6571/8817,7.896e-13,Common,generative,WizNerdz #7003,,,Standard
665,6572,6572/8817,7.897e-13,Common,generative,WizNerdz #665,,,Standard
7306,6573,6573/8817,7.897e-13,Common,generative,WizNerdz #7306,,,Standard
2015,6574,6574/8817,7.898e-13,Common,generative,WizNerdz #2015,,,Standard
4319,6575,6575/8817,7.903e-13,Common,generative,WizNerdz #4319,,,Standard
526,6576,6576/8817,7.904e-13,Common,generative,WizNerdz #526,,,Standard
2649,6577,6577/8817,7.91e-13,Common,generative,WizNerdz #2649,,,Standard
1224,6578,6578/8817,7.913e-13,Common,generative,WizNerdz #1224,,,Standard
3568,6579,6579/8817,7.914e-13,Common,generative,WizNerdz #3568,,,Standard
4409,6580,6580/8817,7.915e-13,Common,generative,WizNerdz #4409,,,Standard
7545,6581,6581/8817,7.921e-13,Common,generative,WizNerdz #7545,,,Standard
78,6582,6582/8817,7.927e-13,Common,generative,WizNerdz #78,,,Standard
7741,6583,6583/8817,7.929e-13,Common,generative,WizNerdz #7741,,,Standard
5980,6584,6584/8817,7.93e-13,Common,generative,WizNerdz #5980,,,Standard
3889,6585,6585/8817,7.934e-13,Common,generative,WizNerdz #3889,,,Standard
3985,6586,6586/8817,7.944e-13,Common,generative,WizNerdz #3985,,,Standard
8417,6587,6587/8817,7.946e-13,Common,generative,WizNerdz #8417,,,Standard
5714,6588,6588/8817,7.951e-13,Common,generative,WizNerdz #5714,,,Standard
3683,6589,6589/8817,7.957e-13,Common,generative,WizNerdz #3683,,,Standard
1007,6590,6590/8817,7.964e-13,Common,generative,WizNerdz #1007,,,Standard
8511,6591,6591/8817,7.964e-13,Common,generative,WizNerdz #8511,,,Standard
5254,6592,6592/8817,7.965e-13,Common,generative,WizNerdz #5254,,,Standard
4347,6593,6593/8817,7.972e-13,Common,generative,WizNerdz #4347,,,Standard
8595,6594,6594/8817,7.979e-13,Common,generative,WizNerdz #8595,,,Standard
8263,6595,6595/8817,7.988e-13,Common,generative,WizNerdz #8263,,,Standard
4065,6596,6596/8817,7.988e-13,Common,generative,WizNerdz #4065,,,Standard
4729,6597,6597/8817,7.989e-13,Common,generative,WizNerdz #4729,,,Standard
3584,6598,6598/8817,7.996e-13,Common,generative,WizNerdz #3584,,,Standard
4259,6599,6599/8817,7.997e-13,Common,generative,WizNerdz #4259,,,Standard
8816,6600,6600/8817,7.999e-13,Common,generative,WizNerdz #8816,,,Standard
6927,6601,6601/8817,8.001e-13,Common,generative,WizNerdz #6927,,,Standard
3102,6602,6602/8817,8.008e-13,Common,generative,WizNerdz #3102,,,Standard
4799,6603,6603/8817,8.02e-13,Common,generative,WizNerdz #4799,,,Standard
8612,6604,6604/8817,8.037e-13,Common,generative,WizNerdz #8612,,,Standard
3834,6605,6605/8817,8.04e-13,Common,generative,WizNerdz #3834,,,Standard
7780,6606,6606/8817,8.043e-13,Common,generative,WizNerdz #7780,,,Standard
1855,6607,6607/8817,8.043e-13,Common,generative,WizNerdz #1855,,,Standard
7823,6608,6608/8817,8.044e-13,Common,generative,WizNerdz #7823,,,Standard
4912,6609,6609/8817,8.046e-13,Common,generative,WizNerdz #4912,,,Standard
6554,6610,6610/8817,8.047e-13,Common,generative,WizNerdz #6554,,,Standard
6287,6611,6611/8817,8.052e-13,Common,generative,WizNerdz #6287,,,Standard
2553,6612,6612/8817,8.052e-13,Common,generative,WizNerdz #2553,,,Standard
4291,6613,6613/8817,8.059e-13,Common,generative,WizNerdz #4291,,,Standard
4151,6614,6614/8817,8.059e-13,Common,generative,WizNerdz #4151,,,Standard
6957,6615,6615/8817,8.062e-13,Common,generative,WizNerdz #6957,,,Standard
2624,6616,6616/8817,8.063e-13,Common,generative,WizNerdz #2624,,,Standard
5458,6617,6617/8817,8.075e-13,Common,generative,WizNerdz #5458,,,Standard
5550,6618,6618/8817,8.075e-13,Common,generative,WizNerdz #5550,,,Standard
746,6619,6619/8817,8.088e-13,Common,generative,WizNerdz #746,,,Standard
8166,6620,6620/8817,8.089e-13,Common,generative,WizNerdz #8166,,,Standard
559,6621,6621/8817,8.092e-13,Common,generative,WizNerdz #559,,,Standard
3103,6622,6622/8817,8.113e-13,Common,generative,WizNerdz #3103,,,Standard
8658,6623,6623/8817,8.114e-13,Common,generative,WizNerdz #8658,,,Standard
601,6624,6624/8817,8.134e-13,Common,generative,WizNerdz #601,,,Standard
8129,6625,6625/8817,8.135e-13,Common,generative,WizNerdz #8129,,,Standard
4947,6626,6626/8817,8.138e-13,Common,generative,WizNerdz #4947,,,Standard
3418,6627,6627/8817,8.142e-13,Common,generative,WizNerdz #3418,,,Standard
7691,6628,6628/8817,8.145e-13,Common,generative,WizNerdz #7691,,,Standard
4678,6629,6629/8817,8.15e-13,Common,generative,WizNerdz #4678,,,Standard
6792,6630,6630/8817,8.153e-13,Common,generative,WizNerdz #6792,,,Standard
3922,6631,6631/8817,8.164e-13,Common,generative,WizNerdz #3922,,,Standard
8149,6632,6632/8817,8.182e-13,Common,generative,WizNerdz #8149,,,Standard
3919,6633,6633/8817,8.186e-13,Common,generative,WizNerdz #3919,,,Standard
8454,6634,6634/8817,8.196e-13,Common,generative,WizNerdz #8454,,,Standard
6456,6635,6635/8817,8.198e-13,Common,generative,WizNerdz #6456,,,Standard
6519,6636,6636/8817,8.199e-13,Common,generative,WizNerdz #6519,,,Standard
7950,6637,6637/8817,8.2e-13,Common,generative,WizNerdz #7950,,,Standard
2047,6638,6638/8817,8.203e-13,Common,generative,WizNerdz #2047,,,Standard
3046,6639,6639/8817,8.204e-13,Common,generative,WizNerdz #3046,,,Standard
3098,6640,6640/8817,8.209e-13,Common,generative,WizNerdz #3098,,,Standard
8402,6641,6641/8817,8.211e-13,Common,generative,WizNerdz #8402,,,Standard
8126,6642,6642/8817,8.213e-13,Common,generative,WizNerdz #8126,,,Standard
7560,6643,6643/8817,8.22e-13,Common,generative,WizNerdz #7560,,,Standard
130,6644,6644/8817,8.226e-13,Common,generative,WizNerdz #130,,,Standard
7711,6645,6645/8817,8.23e-13,Common,generative,WizNerdz #7711,,,Standard
8277,6646,6646/8817,8.238e-13,Common,generative,WizNerdz #8277,,,Standard
4376,6647,6647/8817,8.255e-13,Common,generative,WizNerdz #4376,,,Standard
2640,6648,6648/8817,8.255e-13,Common,generative,WizNerdz #2640,,,Standard
7250,6649,6649/8817,8.259e-13,Common,generative,WizNerdz #7250,,,Standard
8449,6650,6650/8817,8.263e-13,Common,generative,WizNerdz #8449,,,Standard
2986,6651,6651/8817,8.288e-13,Common,generative,WizNerdz #2986,,,Standard
1113,6652,6652/8817,8.292e-13,Common,generative,WizNerdz #1113,,,Standard
2812,6653,6653/8817,8.297e-13,Common,generative,WizNerdz #2812,,,Standard
2327,6654,6654/8817,8.299e-13,Common,generative,WizNerdz #2327,,,Standard
7486,6655,6655/8817,8.334e-13,Common,generative,WizNerdz #7486,,,Standard
215,6656,6656/8817,8.342e-13,Common,generative,WizNerdz #215,,,Standard
2159,6657,6657/8817,8.355e-13,Common,generative,WizNerdz #2159,,,Standard
4172,6658,6658/8817,8.36e-13,Common,generative,WizNerdz #4172,,,Standard
5128,6659,6659/8817,8.369e-13,Common,generative,WizNerdz #5128,,,Standard
1101,6660,6660/8817,8.372e-13,Common,generative,WizNerdz #1101,,,Standard
1913,6661,6661/8817,8.374e-13,Common,generative,WizNerdz #1913,,,Standard
6338,6662,6662/8817,8.382e-13,Common,generative,WizNerdz #6338,,,Standard
3863,6663,6663/8817,8.383e-13,Common,generative,WizNerdz #3863,,,Standard
3165,6664,6664/8817,8.389e-13,Common,generative,WizNerdz #3165,,,Standard
5812,6665,6665/8817,8.394e-13,Common,generative,WizNerdz #5812,,,Standard
268,6666,6666/8817,8.398e-13,Common,generative,WizNerdz #268,,,Standard
290,6667,6667/8817,8.402e-13,Common,generative,WizNerdz #290,,,Standard
49,6668,6668/8817,8.407e-13,Common,generative,WizNerdz #49,,,Standard
8448,6669,6669/8817,8.409e-13,Common,generative,WizNerdz #8448,,,Standard
1548,6670,6670/8817,8.416e-13,Common,generative,WizNerdz #1548,,,Standard
4849,6671,6671/8817,8.417e-13,Common,generative,WizNerdz #4849,,,Standard
3756,6672,6672/8817,8.419e-13,Common,generative,WizNerdz #3756,,,Standard
5143,6673,6673/8817,8.441e-13,Common,generative,WizNerdz #5143,,,Standard
7894,6674,6674/8817,8.443e-13,Common,generative,WizNerdz #7894,,,Standard
4,6675,6675/8817,8.46e-13,Common,generative,WizNerdz #4,,,Standard
863,6676,6676/8817,8.465e-13,Common,generative,WizNerdz #863,,,Standard
6463,6677,6677/8817,8.47e-13,Common,generative,WizNerdz #6463,,,Standard
6172,6678,6678/8817,8.472e-13,Common,generative,WizNerdz #6172,,,Standard
5498,6679,6679/8817,8.475e-13,Common,generative,WizNerdz #5498,,,Standard
5039,6680,6680/8817,8.479e-13,Common,generative,WizNerdz #5039,,,Standard
8099,6681,6681/8817,8.483e-13,Common,generative,WizNerdz #8099,,,Standard
8408,6682,6682/8817,8.491e-13,Common,generative,WizNerdz #8408,,,Standard
7566,6683,6683/8817,8.497e-13,Common,generative,WizNerdz #7566,,,Standard
5935,6684,6684/8817,8.502e-13,Common,generative,WizNerdz #5935,,,Standard
1030,6685,6685/8817,8.503e-13,Common,generative,WizNerdz #1030,,,Standard
7572,6686,6686/8817,8.512e-13,Common,generative,WizNerdz #7572,,,Standard
597,6687,6687/8817,8.512e-13,Common,generative,WizNerdz #597,,,Standard
5349,6688,6688/8817,8.514e-13,Common,generative,WizNerdz #5349,,,Standard
8704,6689,6689/8817,8.516e-13,Common,generative,WizNerdz #8704,,,Standard
418,6690,6690/8817,8.537e-13,Common,generative,WizNerdz #418,,,Standard
7638,6691,6691/8817,8.539e-13,Common,generative,WizNerdz #7638,,,Standard
5684,6692,6692/8817,8.544e-13,Common,generative,WizNerdz #5684,,,Standard
2073,6693,6693/8817,8.553e-13,Common,generative,WizNerdz #2073,,,Standard
7916,6694,6694/8817,8.557e-13,Common,generative,WizNerdz #7916,,,Standard
6776,6695,6695/8817,8.584e-13,Common,generative,WizNerdz #6776,,,Standard
8684,6696,6696/8817,8.585e-13,Common,generative,WizNerdz #8684,,,Standard
7639,6697,6697/8817,8.591e-13,Common,generative,WizNerdz #7639,,,Standard
8155,6698,6698/8817,8.592e-13,Common,generative,WizNerdz #8155,,,Standard
413,6699,6699/8817,8.626e-13,Common,generative,WizNerdz #413,,,Standard
552,6700,6700/8817,8.636e-13,Common,generative,WizNerdz #552,,,Standard
1416,6701,6701/8817,8.636e-13,Common,generative,WizNerdz #1416,,,Standard
5894,6702,6702/8817,8.637e-13,Common,generative,WizNerdz #5894,,,Standard
7768,6703,6703/8817,8.641e-13,Common,generative,WizNerdz #7768,,,Standard
3513,6704,6704/8817,8.641e-13,Common,generative,WizNerdz #3513,,,Standard
6749,6705,6705/8817,8.651e-13,Common,generative,WizNerdz #6749,,,Standard
6277,6706,6706/8817,8.659e-13,Common,generative,WizNerdz #6277,,,Standard
3330,6707,6707/8817,8.669e-13,Common,generative,WizNerdz #3330,,,Standard
527,6708,6708/8817,8.671e-13,Common,generative,WizNerdz #527,,,Standard
7629,6709,6709/8817,8.674e-13,Common,generative,WizNerdz #7629,,,Standard
1813,6710,6710/8817,8.677e-13,Common,generative,WizNerdz #1813,,,Standard
5150,6711,6711/8817,8.69e-13,Common,generative,WizNerdz #5150,,,Standard
596,6712,6712/8817,8.694e-13,Common,generative,WizNerdz #596,,,Standard
4628,6713,6713/8817,8.715e-13,Common,generative,WizNerdz #4628,,,Standard
134,6714,6714/8817,8.718e-13,Common,generative,WizNerdz #134,,,Standard
6385,6715,6715/8817,8.719e-13,Common,generative,WizNerdz #6385,,,Standard
8863,6716,6716/8817,8.725e-13,Common,generative,WizNerdz #8863,,,Standard
3853,6717,6717/8817,8.732e-13,Common,generative,WizNerdz #3853,,,Standard
8032,6718,6718/8817,8.749e-13,Common,generative,WizNerdz #8032,,,Standard
1061,6719,6719/8817,8.754e-13,Common,generative,WizNerdz #1061,,,Standard
3899,6720,6720/8817,8.769e-13,Common,generative,WizNerdz #3899,,,Standard
7588,6721,6721/8817,8.775e-13,Common,generative,WizNerdz #7588,,,Standard
3115,6722,6722/8817,8.777e-13,Common,generative,WizNerdz #3115,,,Standard
2236,6723,6723/8817,8.798e-13,Common,generative,WizNerdz #2236,,,Standard
8092,6724,6724/8817,8.813e-13,Common,generative,WizNerdz #8092,,,Standard
7909,6725,6725/8817,8.813e-13,Common,generative,WizNerdz #7909,,,Standard
4598,6726,6726/8817,8.813e-13,Common,generative,WizNerdz #4598,,,Standard
8204,6727,6727/8817,8.818e-13,Common,generative,WizNerdz #8204,,,Standard
3367,6728,6728/8817,8.819e-13,Common,generative,WizNerdz #3367,,,Standard
7701,6729,6729/8817,8.845e-13,Common,generative,WizNerdz #7701,,,Standard
2070,6730,6730/8817,8.847e-13,Common,generative,WizNerdz #2070,,,Standard
6783,6731,6731/8817,8.848e-13,Common,generative,WizNerdz #6783,,,Standard
3268,6732,6732/8817,8.852e-13,Common,generative,WizNerdz #3268,,,Standard
428,6733,6733/8817,8.864e-13,Common,generative,WizNerdz #428,,,Standard
7574,6734,6734/8817,8.871e-13,Common,generative,WizNerdz #7574,,,Standard
2804,6735,6735/8817,8.871e-13,Common,generative,WizNerdz #2804,,,Standard
35,6736,6736/8817,8.872e-13,Common,generative,WizNerdz #35,,,Standard
3169,6737,6737/8817,8.878e-13,Common,generative,WizNerdz #3169,,,Standard
8580,6738,6738/8817,8.893e-13,Common,generative,WizNerdz #8580,,,Standard
7783,6739,6739/8817,8.897e-13,Common,generative,WizNerdz #7783,,,Standard
1535,6740,6740/8817,8.9e-13,Common,generative,WizNerdz #1535,,,Standard
3090,6741,6741/8817,8.904e-13,Common,generative,WizNerdz #3090,,,Standard
8587,6742,6742/8817,8.905e-13,Common,generative,WizNerdz #8587,,,Standard
2660,6743,6743/8817,8.908e-13,Common,generative,WizNerdz #2660,,,Standard
2562,6744,6744/8817,8.917e-13,Common,generative,WizNerdz #2562,,,Standard
2486,6745,6745/8817,8.923e-13,Common,generative,WizNerdz #2486,,,Standard
7316,6746,6746/8817,8.945e-13,Common,generative,WizNerdz #7316,,,Standard
4750,6747,6747/8817,8.96e-13,Common,generative,WizNerdz #4750,,,Standard
707,6748,6748/8817,8.97e-13,Common,generative,WizNerdz #707,,,Standard
660,6749,6749/8817,8.97e-13,Common,generative,WizNerdz #660,,,Standard
2912,6750,6750/8817,8.971e-13,Common,generative,WizNerdz #2912,,,Standard
5612,6751,6751/8817,8.984e-13,Common,generative,WizNerdz #5612,,,Standard
2463,6752,6752/8817,8.991e-13,Common,generative,WizNerdz #2463,,,Standard
728,6753,6753/8817,8.995e-13,Common,generative,WizNerdz #728,,,Standard
1217,6754,6754/8817,9.017e-13,Common,generative,WizNerdz #1217,,,Standard
775,6755,6755/8817,9.027e-13,Common,generative,WizNerdz #775,,,Standard
6536,6756,6756/8817,9.029e-13,Common,generative,WizNerdz #6536,,,Standard
1276,6757,6757/8817,9.03e-13,Common,generative,WizNerdz #1276,,,Standard
8050,6758,6758/8817,9.035e-13,Common,generative,WizNerdz #8050,,,Standard
890,6759,6759/8817,9.047e-13,Common,generative,WizNerdz #890,,,Standard
2606,6760,6760/8817,9.048e-13,Common,generative,WizNerdz #2606,,,Standard
852,6761,6761/8817,9.053e-13,Common,generative,WizNerdz #852,,,Standard
7552,6762,6762/8817,9.058e-13,Common,generative,WizNerdz #7552,,,Standard
6309,6763,6763/8817,9.06e-13,Common,generative,WizNerdz #6309,,,Standard
840,6764,6764/8817,9.072e-13,Common,generative,WizNerdz #840,,,Standard
6831,6765,6765/8817,9.079e-13,Common,generative,WizNerdz #6831,,,Standard
6688,6766,6766/8817,9.084e-13,Common,generative,WizNerdz #6688,,,Standard
3113,6767,6767/8817,9.087e-13,Common,generative,WizNerdz #3113,,,Standard
4680,6768,6768/8817,9.096e-13,Common,generative,WizNerdz #4680,,,Standard
1390,6769,6769/8817,9.111e-13,Common,generative,WizNerdz #1390,,,Standard
2695,6770,6770/8817,9.115e-13,Common,generative,WizNerdz #2695,,,Standard
1812,6771,6771/8817,9.117e-13,Common,generative,WizNerdz #1812,,,Standard
7876,6772,6772/8817,9.129e-13,Common,generative,WizNerdz #7876,,,Standard
2743,6773,6773/8817,9.142e-13,Common,generative,WizNerdz #2743,,,Standard
4033,6774,6774/8817,9.148e-13,Common,generative,WizNerdz #4033,,,Standard
8028,6775,6775/8817,9.166e-13,Common,generative,WizNerdz #8028,,,Standard
5888,6776,6776/8817,9.17e-13,Common,generative,WizNerdz #5888,,,Standard
6946,6777,6777/8817,9.174e-13,Common,generative,WizNerdz #6946,,,Standard
7233,6778,6778/8817,9.176e-13,Common,generative,WizNerdz #7233,,,Standard
5188,6779,6779/8817,9.18e-13,Common,generative,WizNerdz #5188,,,Standard
4251,6780,6780/8817,9.181e-13,Common,generative,WizNerdz #4251,,,Standard
1976,6781,6781/8817,9.196e-13,Common,generative,WizNerdz #1976,,,Standard
7502,6782,6782/8817,9.213e-13,Common,generative,WizNerdz #7502,,,Standard
7247,6783,6783/8817,9.242e-13,Common,generative,WizNerdz #7247,,,Standard
1971,6784,6784/8817,9.245e-13,Common,generative,WizNerdz #1971,,,Standard
102,6785,6785/8817,9.246e-13,Common,generative,WizNerdz #102,,,Standard
3640,6786,6786/8817,9.247e-13,Common,generative,WizNerdz #3640,,,Standard
5204,6787,6787/8817,9.251e-13,Common,generative,WizNerdz #5204,,,Standard
2500,6788,6788/8817,9.272e-13,Common,generative,WizNerdz #2500,,,Standard
6874,6789,6789/8817,9.272e-13,Common,generative,WizNerdz #6874,,,Standard
7437,6790,6790/8817,9.288e-13,Common,generative,WizNerdz #7437,,,Standard
7742,6791,6791/8817,9.297e-13,Common,generative,WizNerdz #7742,,,Standard
7985,6792,6792/8817,9.315e-13,Common,generative,WizNerdz #7985,,,Standard
8305,6793,6793/8817,9.317e-13,Common,generative,WizNerdz #8305,,,Standard
5025,6794,6794/8817,9.322e-13,Common,generative,WizNerdz #5025,,,Standard
8245,6795,6795/8817,9.323e-13,Common,generative,WizNerdz #8245,,,Standard
6921,6796,6796/8817,9.324e-13,Common,generative,WizNerdz #6921,,,Standard
3855,6797,6797/8817,9.328e-13,Common,generative,WizNerdz #3855,,,Standard
6263,6798,6798/8817,9.328e-13,Common,generative,WizNerdz #6263,,,Standard
7623,6799,6799/8817,9.333e-13,Common,generative,WizNerdz #7623,,,Standard
3930,6800,6800/8817,9.342e-13,Common,generative,WizNerdz #3930,,,Standard
351,6801,6801/8817,9.346e-13,Common,generative,WizNerdz #351,,,Standard
5324,6802,6802/8817,9.358e-13,Common,generative,WizNerdz #5324,,,Standard
5851,6803,6803/8817,9.36e-13,Common,generative,WizNerdz #5851,,,Standard
7860,6804,6804/8817,9.364e-13,Common,generative,WizNerdz #7860,,,Standard
3482,6805,6805/8817,9.381e-13,Common,generative,WizNerdz #3482,,,Standard
1596,6806,6806/8817,9.402e-13,Common,generative,WizNerdz #1596,,,Standard
1250,6807,6807/8817,9.409e-13,Common,generative,WizNerdz #1250,,,Standard
1676,6808,6808/8817,9.412e-13,Common,generative,WizNerdz #1676,,,Standard
8849,6809,6809/8817,9.414e-13,Common,generative,WizNerdz #8849,,,Standard
6276,6810,6810/8817,9.415e-13,Common,generative,WizNerdz #6276,,,Standard
7167,6811,6811/8817,9.425e-13,Common,generative,WizNerdz #7167,,,Standard
3814,6812,6812/8817,9.427e-13,Common,generative,WizNerdz #3814,,,Standard
7165,6813,6813/8817,9.44e-13,Common,generative,WizNerdz #7165,,,Standard
7307,6814,6814/8817,9.44e-13,Common,generative,WizNerdz #7307,,,Standard
3351,6815,6815/8817,9.443e-13,Common,generative,WizNerdz #3351,,,Standard
1280,6816,6816/8817,9.447e-13,Common,generative,WizNerdz #1280,,,Standard
7280,6817,6817/8817,9.463e-13,Common,generative,WizNerdz #7280,,,Standard
6486,6818,6818/8817,9.463e-13,Common,generative,WizNerdz #6486,,,Standard
6487,6819,6819/8817,9.465e-13,Common,generative,WizNerdz #6487,,,Standard
4610,6820,6820/8817,9.468e-13,Common,generative,WizNerdz #4610,,,Standard
2212,6821,6821/8817,9.474e-13,Common,generative,WizNerdz #2212,,,Standard
1496,6822,6822/8817,9.474e-13,Common,generative,WizNerdz #1496,,,Standard
52,6823,6823/8817,9.481e-13,Common,generative,WizNerdz #52,,,Standard
87,6824,6824/8817,9.494e-13,Common,generative,WizNerdz #87,,,Standard
5053,6825,6825/8817,9.498e-13,Common,generative,WizNerdz #5053,,,Standard
8107,6826,6826/8817,9.5e-13,Common,generative,WizNerdz #8107,,,Standard
3357,6827,6827/8817,9.505e-13,Common,generative,WizNerdz #3357,,,Standard
671,6828,6828/8817,9.505e-13,Common,generative,WizNerdz #671,,,Standard
4246,6829,6829/8817,9.507e-13,Common,generative,WizNerdz #4246,,,Standard
7328,6830,6830/8817,9.519e-13,Common,generative,WizNerdz #7328,,,Standard
160,6831,6831/8817,9.531e-13,Common,generative,WizNerdz #160,,,Standard
7268,6832,6832/8817,9.56e-13,Common,generative,WizNerdz #7268,,,Standard
2283,6833,6833/8817,9.57e-13,Common,generative,WizNerdz #2283,,,Standard
5664,6834,6834/8817,9.572e-13,Common,generative,WizNerdz #5664,,,Standard
4629,6835,6835/8817,9.573e-13,Common,generative,WizNerdz #4629,,,Standard
3976,6836,6836/8817,9.589e-13,Common,generative,WizNerdz #3976,,,Standard
6135,6837,6837/8817,9.59e-13,Common,generative,WizNerdz #6135,,,Standard
6315,6838,6838/8817,9.591e-13,Common,generative,WizNerdz #6315,,,Standard
6109,6839,6839/8817,9.607e-13,Common,generative,WizNerdz #6109,,,Standard
56,6840,6840/8817,9.614e-13,Common,generative,WizNerdz #56,,,Standard
6483,6841,6841/8817,9.615e-13,Common,generative,WizNerdz #6483,,,Standard
8819,6842,6842/8817,9.623e-13,Common,generative,WizNerdz #8819,,,Standard
4499,6843,6843/8817,9.63e-13,Common,generative,WizNerdz #4499,,,Standard
7567,6844,6844/8817,9.635e-13,Common,generative,WizNerdz #7567,,,Standard
3391,6845,6845/8817,9.647e-13,Common,generative,WizNerdz #3391,,,Standard
729,6846,6846/8817,9.688e-13,Common,generative,WizNerdz #729,,,Standard
8653,6847,6847/8817,9.691e-13,Common,generative,WizNerdz #8653,,,Standard
2386,6848,6848/8817,9.692e-13,Common,generative,WizNerdz #2386,,,Standard
4563,6849,6849/8817,9.697e-13,Common,generative,WizNerdz #4563,,,Standard
5624,6850,6850/8817,9.709e-13,Common,generative,WizNerdz #5624,,,Standard
1662,6851,6851/8817,9.712e-13,Common,generative,WizNerdz #1662,,,Standard
2258,6852,6852/8817,9.719e-13,Common,generative,WizNerdz #2258,,,Standard
3993,6853,6853/8817,9.725e-13,Common,generative,WizNerdz #3993,,,Standard
8575,6854,6854/8817,9.766e-13,Common,generative,WizNerdz #8575,,,Standard
4808,6855,6855/8817,9.771e-13,Common,generative,WizNerdz #4808,,,Standard
6282,6856,6856/8817,9.773e-13,Common,generative,WizNerdz #6282,,,Standard
4890,6857,6857/8817,9.775e-13,Common,generative,WizNerdz #4890,,,Standard
8037,6858,6858/8817,9.783e-13,Common,generative,WizNerdz #8037,,,Standard
7580,6859,6859/8817,9.787e-13,Common,generative,WizNerdz #7580,,,Standard
298,6860,6860/8817,9.795e-13,Common,generative,WizNerdz #298,,,Standard
8637,6861,6861/8817,9.81e-13,Common,generative,WizNerdz #8637,,,Standard
6236,6862,6862/8817,9.815e-13,Common,generative,WizNerdz #6236,,,Standard
7066,6863,6863/8817,9.818e-13,Common,generative,WizNerdz #7066,,,Standard
757,6864,6864/8817,9.822e-13,Common,generative,WizNerdz #757,,,Standard
664,6865,6865/8817,9.842e-13,Common,generative,WizNerdz #664,,,Standard
1171,6866,6866/8817,9.842e-13,Common,generative,WizNerdz #1171,,,Standard
1099,6867,6867/8817,9.853e-13,Common,generative,WizNerdz #1099,,,Standard
5629,6868,6868/8817,9.86e-13,Common,generative,WizNerdz #5629,,,Standard
5339,6869,6869/8817,9.865e-13,Common,generative,WizNerdz #5339,,,Standard
2113,6870,6870/8817,9.866e-13,Common,generative,WizNerdz #2113,,,Standard
1708,6871,6871/8817,9.871e-13,Common,generative,WizNerdz #1708,,,Standard
876,6872,6872/8817,9.888e-13,Common,generative,WizNerdz #876,,,Standard
8400,6873,6873/8817,9.902e-13,Common,generative,WizNerdz #8400,,,Standard
3207,6874,6874/8817,9.903e-13,Common,generative,WizNerdz #3207,,,Standard
252,6875,6875/8817,9.911e-13,Common,generative,WizNerdz #252,,,Standard
231,6876,6876/8817,9.921e-13,Common,generative,WizNerdz #231,,,Standard
6017,6877,6877/8817,9.936e-13,Common,generative,WizNerdz #6017,,,Standard
4651,6878,6878/8817,9.94e-13,Common,generative,WizNerdz #4651,,,Standard
7191,6879,6879/8817,9.946e-13,Common,generative,WizNerdz #7191,,,Standard
2841,6880,6880/8817,9.948e-13,Common,generative,WizNerdz #2841,,,Standard
5094,6881,6881/8817,9.948e-13,Common,generative,WizNerdz #5094,,,Standard
6076,6882,6882/8817,9.955e-13,Common,generative,WizNerdz #6076,,,Standard
595,6883,6883/8817,9.971e-13,Common,generative,WizNerdz #595,,,Standard
5147,6884,6884/8817,9.974e-13,Common,generative,WizNerdz #5147,,,Standard
4542,6885,6885/8817,9.985e-13,Common,generative,WizNerdz #4542,,,Standard
7836,6886,6886/8817,9.989e-13,Common,generative,WizNerdz #7836,,,Standard
2493,6887,6887/8817,9.99e-13,Common,generative,WizNerdz #2493,,,Standard
3416,6888,6888/8817,1e-12,Common,generative,WizNerdz #3416,,,Standard
2161,6889,6889/8817,1.0002e-12,Common,generative,WizNerdz #2161,,,Standard
5831,6890,6890/8817,1.0002e-12,Common,generative,WizNerdz #5831,,,Standard
6468,6891,6891/8817,1.0008e-12,Common,generative,WizNerdz #6468,,,Standard
2962,6892,6892/8817,1.001e-12,Common,generative,WizNerdz #2962,,,Standard
6042,6893,6893/8817,1.0013e-12,Common,generative,WizNerdz #6042,,,Standard
1794,6894,6894/8817,1.0016e-12,Common,generative,WizNerdz #1794,,,Standard
6756,6895,6895/8817,1.0046e-12,Common,generative,WizNerdz #6756,,,Standard
7737,6896,6896/8817,1.0046e-12,Common,generative,WizNerdz #7737,,,Standard
5153,6897,6897/8817,1.0065e-12,Common,generative,WizNerdz #5153,,,Standard
6186,6898,6898/8817,1.0068e-12,Common,generative,WizNerdz #6186,,,Standard
6262,6899,6899/8817,1.0069e-12,Common,generative,WizNerdz #6262,,,Standard
4943,6900,6900/8817,1.0083e-12,Common,generative,WizNerdz #4943,,,Standard
6991,6901,6901/8817,1.0093e-12,Common,generative,WizNerdz #6991,,,Standard
8302,6902,6902/8817,1.0099e-12,Common,generative,WizNerdz #8302,,,Standard
4133,6903,6903/8817,1.0119e-12,Common,generative,WizNerdz #4133,,,Standard
797,6904,6904/8817,1.0122e-12,Common,generative,WizNerdz #797,,,Standard
5832,6905,6905/8817,1.0124e-12,Common,generative,WizNerdz #5832,,,Standard
5059,6906,6906/8817,1.0137e-12,Common,generative,WizNerdz #5059,,,Standard
144,6907,6907/8817,1.0141e-12,Common,generative,WizNerdz #144,,,Standard
565,6908,6908/8817,1.015e-12,Common,generative,WizNerdz #565,,,Standard
3238,6909,6909/8817,1.0157e-12,Common,generative,WizNerdz #3238,,,Standard
7556,6910,6910/8817,1.0165e-12,Common,generative,WizNerdz #7556,,,Standard
3003,6911,6911/8817,1.0171e-12,Common,generative,WizNerdz #3003,,,Standard
